2001,@ajoyvaldez2856,13 hours ago,Mapagpalang araw Ng linggo mga kapatid ❤❤ pagbati Mula sa lokal Ng Ambiong ❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzoWSE4D-YD8eZoEW14AaABAg,UgzoWSE4D-YD8eZoEW14AaABAg,UCcJYRuhoAeAgOVzUzLgRdmg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2660,@MayaSterling-b1y,1 day ago,LSS na agad ako dito! 😍🎵 Mula sa lokal ng Baguio City 🔥,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzjwAAR7sB3kRpfwUx4AaABAg,UgzjwAAR7sB3kRpfwUx4AaABAg,UCv-VK0Sum0z4uLoa_r5UZ9A,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2661,@MayaSterling-b1y,1 day ago,Sobrang relaxing pakinggan 🎶😊 Mula sa lokal ng Baguio City 💕,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwPvf1B3xPBxM7zhYN4AaABAg,UgwPvf1B3xPBxM7zhYN4AaABAg,UCv-VK0Sum0z4uLoa_r5UZ9A,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2662,@almazanrhyndylyn,1 day ago,Go go go Benguet ❤❤❤❤ / Patuloy po sa pagsuporta at panonood bilang pakikipagkaisa.  /  / Hello po sa mga Kadiwa ❤❤❤ /  / Lokal ng Norcar ❤❤❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzwHBQImYgo_QbsFD94AaABAg,UgzwHBQImYgo_QbsFD94AaABAg,UCEoQCNgytnJxjJnAQLSzFeA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2663,@joelaganon6952,1 day ago,"Happy Viewing po! Support from Lokal ng Baguio City, Benguet 👍",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyBYsb-gu6fK0ajVvV4AaABAg,UgyBYsb-gu6fK0ajVvV4AaABAg,UChevvJfd5L6E5s2G__kuKtA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2664,@joelaganon6952,1 day ago,God's Love of Benguet! Go Baguio City❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx6Bf2xZ-Bzha4xUvR4AaABAg,Ugx6Bf2xZ-Bzha4xUvR4AaABAg,UChevvJfd5L6E5s2G__kuKtA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2665,@daisycastaneda7972,1 day ago,Truly amazing God's love / Watching all the way from  / Baguio  City / Kalihiman /Registry.,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzIdAdLwQLu7ZTff8d4AaABAg,UgzIdAdLwQLu7ZTff8d4AaABAg,UCD3NlGp4eLYcR2RGC7FwnKQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2666,@HylenVillanueva,1 day ago,Go Benguet ❤ watching from Locale of Loakan Airport,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzC_MUZ4cQ1GL922DZ4AaABAg,UgzC_MUZ4cQ1GL922DZ4AaABAg,UCcbJzLxKGYrp7w4Jlei72dQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2667,@daisycastaneda7972,1 day ago,"GOOD AFTERNOON PO MGA KAPATID, HAPPY VIEWING / LOKAL NG BAGUIO CITY / KALIHIMAN/ REGISTRY CLERKS.",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxJnGJbMKKmTnZUfYB4AaABAg,UgxJnGJbMKKmTnZUfYB4AaABAg,UCD3NlGp4eLYcR2RGC7FwnKQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2668,@jonathancatiggay-j6y,1 day ago,"#benguet God's love , happy viewing again from lokal Ng pinsao distrito Ng Benguet",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwIeDWLX55pbZ50Pzx4AaABAg,UgwIeDWLX55pbZ50Pzx4AaABAg,UCNLAwztd3VgOpHznyW7NcMw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2669,@jonathancatiggay-j6y,1 day ago,"Magandang Gabi po sa ating lahat, pagbati sa lokal Ng pinsao, distrito Ng Benguet happy viewing po",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyZS4v5MZvp7hX_2RF4AaABAg,UgyZS4v5MZvp7hX_2RF4AaABAg,UCNLAwztd3VgOpHznyW7NcMw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2670,@jonathancatiggay-j6y,1 day ago,"patuloy Ang support Dito sa lokal Ng pinsao, God's love go go go benguet",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugzsb-XgfRr6N4iZRQt4AaABAg,Ugzsb-XgfRr6N4iZRQt4AaABAg,UCNLAwztd3VgOpHznyW7NcMw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2671,@jonathancatiggay-j6y,1 day ago,"Happy viewing po mga Kapatid, from lokal Ng pinsao distrito Ng Benguet fight fight fight Benguet 🎉🎉🎉",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwMyqh6Yesn_nQGa2V4AaABAg,UgwMyqh6Yesn_nQGa2V4AaABAg,UCNLAwztd3VgOpHznyW7NcMw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2672,@axeliee-m5u,1 day ago,Happy viewing po 🎉🎉 /  / And Happy birthday po sa aking kuya Ben Hayden Gao-an 🩷 /  / Lokal ng La Trinidad 🫶,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugxe_vFWOeUI_VpIzX94AaABAg,Ugxe_vFWOeUI_VpIzX94AaABAg,UCxjmGS0yLlCMs4Fe-AqbHFw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2673,@jonieyonga-an5239,1 day ago,Magandang hapon na malapit nang gumabi mga kapatid!! /  / Happy viewing Po sa lahat Ng mga nakasubaybay.. / Lalo na Po sa mga Kadiwa at binhi natin jan!!❤ /  / Mula Po sa lokal Ng NORCAR!!,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzgI2KnQI9tBrdJM5N4AaABAg,UgzgI2KnQI9tBrdJM5N4AaABAg,UCgUo3JP_Fffuctza4bUumJg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2674,@jazz-m7b,1 day ago,"Shout out po kay ka benhyden Gao-an, happy birthday sayo🎉🎉🎉🎉 / More birthday's to come  /  / La Trinidad ❤❤",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx9usp0dwrPicHinb54AaABAg,Ugx9usp0dwrPicHinb54AaABAg,UCNB-zyitm7U6Yt835DEKclA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2675,@henrycaranto2644,1 day ago,Pag bati po sa lahat ng KADIWA at BINHI na nakatutok 😊🙏🏻🎉,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwRUHm050wojeLbZLt4AaABAg,UgwRUHm050wojeLbZLt4AaABAg,UCFilTOy22FklSkBIgwVPVaQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2676,@Jobert-g5j4r,1 day ago,"Happy viewing Po🎉✨,manga-awit Po from Lokal Ng Sayatan, Go Benguet✊✨",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxTwI9iPsq7SoMCubB4AaABAg,UgxTwI9iPsq7SoMCubB4AaABAg,UC-9ynsABh3JkbA9SgBzksYQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2677,@CorneliaRivera-m3h,1 day ago,"Tara n po mga kapatid sama sama po tayong muling manood..... / --Megaroyale Village, Benguet  / --Kalihim/Registry",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwOMOPXoIm88o88gD94AaABAg,UgwOMOPXoIm88o88gD94AaABAg,UCsyF3TrQ-UOo5FBiDnQguLQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2678,@danielsangalang4416,1 day ago,Happy watching. / Kalihiman/Registry / Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugz7f_OmC8E4urkZ6lh4AaABAg,Ugz7f_OmC8E4urkZ6lh4AaABAg,UCd83g5cGg_Es6Qyl02u7jdw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2679,@CorneliaRivera-m3h,1 day ago,"Happy viewing po / --Megaroyale Village, Benguet  / --Kalihim/Registry",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx_4of7m4z7yGB-s9B4AaABAg,Ugx_4of7m4z7yGB-s9B4AaABAg,UCsyF3TrQ-UOo5FBiDnQguLQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2680,@danielsangalang4416,1 day ago,Baguio City FIGHT!!!!,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxtT3FX0MhjUy65gNF4AaABAg,UgxtT3FX0MhjUy65gNF4AaABAg,UCd83g5cGg_Es6Qyl02u7jdw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2681,@CorneliaRivera-m3h,1 day ago,"Happy viewing po / --Megaroyale Village, Benguet  / --Kalihim/Registry",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzYExO0HusSaqTgutV4AaABAg,UgzYExO0HusSaqTgutV4AaABAg,UCsyF3TrQ-UOo5FBiDnQguLQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2682,@danielsangalang4416,1 day ago,BENGUET FIGHT FIGHT FIGHT!!! /  / BAGUIO CITY,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzqVEA80o7hvuuGvVF4AaABAg,UgzqVEA80o7hvuuGvVF4AaABAg,UCd83g5cGg_Es6Qyl02u7jdw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2683,@danielsangalang4416,1 day ago,Gooo BENGUET!!!!!,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyzcRWGGAvqXJ_YdYh4AaABAg,UgyzcRWGGAvqXJ_YdYh4AaABAg,UCd83g5cGg_Es6Qyl02u7jdw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2684,@CorneliaRivera-m3h,1 day ago,"Happy viewing po / --Megaroyale Village, Benguet  / --Kalihim/Registry",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxOS3GviqO2Tacc4Np4AaABAg,UgxOS3GviqO2Tacc4Np4AaABAg,UCsyF3TrQ-UOo5FBiDnQguLQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2685,@danielsangalang4416,1 day ago,"Patuloy po ang aming pagsuporta at pakikipagkaisa sa entry po ng BENGUET sa INCMV,mula po sa kapisanang KADIWA sa Lokal Ng Baguio City.",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzOSQm-vm-rg1vuPW14AaABAg,UgzOSQm-vm-rg1vuPW14AaABAg,UCd83g5cGg_Es6Qyl02u7jdw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2686,@danielsangalang4416,1 day ago,Happy watching po. /  / Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugwf3l9Y6E9Ia7k1uwZ4AaABAg,Ugwf3l9Y6E9Ia7k1uwZ4AaABAg,UCd83g5cGg_Es6Qyl02u7jdw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2687,@luningningpescoso4921,1 day ago,"Mga kapatid tayo ng panoorin ang God's Love,mula po sa Lokal Ng Lourdes Distrito Ng Benguet",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugw9HUeAoHzLAxeHeul4AaABAg,Ugw9HUeAoHzLAxeHeul4AaABAg,UCNEFZJBC-8ZcT-q6hyiB7Dg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2688,@MayaSterling-b1y,1 day ago,olid ng concept at editing! 😍 Mula sa lokal ng Baguio City ✨,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugw1kLFV4soBo_ECSVJ4AaABAg,Ugw1kLFV4soBo_ECSVJ4AaABAg,UCv-VK0Sum0z4uLoa_r5UZ9A,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2689,@MayaSterling-b1y,1 day ago,Ang ganda ng music video na ito! 🔥 Mula sa lokal ng Baguio City 💙,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyDprtRS8DCGPKj_cd4AaABAg,UgyDprtRS8DCGPKj_cd4AaABAg,UCv-VK0Sum0z4uLoa_r5UZ9A,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2690,@Cha.Prestoza,1 day ago,I know it’s hard now but I know it gets better. ❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugw9Nq1HzUdJCyVrO994AaABAg,Ugw9Nq1HzUdJCyVrO994AaABAg,UCJtyzfAzuXuJrdJ47hXS3qg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2691,@maritesstalledo8924,1 day ago,Mag God's Love na po tayo mga kapatid mula po sa lokal ng megaroyale distrito ng benguet,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzbNdwTMbUZgtN4jjN4AaABAg,UgzbNdwTMbUZgtN4jjN4AaABAg,UCXrFwU9B905gqc5sVTbxukg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2692,@Cha.Prestoza,1 day ago,Let’s go Benguet!  / Watching from Aurora Hill po ❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugwjw041vR21eP1pAoF4AaABAg,Ugwjw041vR21eP1pAoF4AaABAg,UCJtyzfAzuXuJrdJ47hXS3qg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2693,@aizelfuchigami842,1 day ago,Go Benguet!  / Lokal ng Quezon Hill,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugz-dHHJ6X6lNZA_usp4AaABAg,Ugz-dHHJ6X6lNZA_usp4AaABAg,UCAxDQnCZxAvsB6YgYjSR1nQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2694,@kristonleefuchigami3643,1 day ago,happy viewing mula po sa lokal ng quezon hill distrito ng benguet,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxsJl4Y1Z7Ii1DZPBN4AaABAg,UgxsJl4Y1Z7Ii1DZPBN4AaABAg,UCOZ4eM5oab1qQPoV6luV52w,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2695,@Kashumi_和美,1 day ago,Magandang hapones po mula po sa Lokal Ng Quezon Hill Distrito ng Benguet,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzXQTOJwBt11POzWhd4AaABAg,UgzXQTOJwBt11POzWhd4AaABAg,UCRfR-dERK8rC-UT9E3zTR_w,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2696,@aizelfuchigami842,1 day ago,Greetings mula po sa Lokal ng Quezon Hill Distrito ng Benguet. 🇮🇹🎼🎵🎶,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwuZPNr1uWZGaGrEDJ4AaABAg,UgwuZPNr1uWZGaGrEDJ4AaABAg,UCAxDQnCZxAvsB6YgYjSR1nQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2697,@mayvehn,1 day ago,😊 I / know / But I swear / It gets better…. / 😊lokal ng atok gold😊,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwdRy4GZ69rFgIwjN94AaABAg,UgwdRy4GZ69rFgIwjN94AaABAg,UCivhdJ2CQeLK8tlG7Wh2BSQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2698,@mayvehn,1 day ago,😊😊😊and when / LIFE / Brings you / To you knees… / 😢😢😢 / Lokal ng atok gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgypJpncfYzNUlbTlwR4AaABAg,UgypJpncfYzNUlbTlwR4AaABAg,UCivhdJ2CQeLK8tlG7Wh2BSQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2699,@mayvehn,1 day ago,❤❤Hold on / to your / Faith❤ / 😇😇😇 / 🇮🇹🇮🇹🇮🇹 / lokal ng atok gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgySiTkZGFI7vklaygt4AaABAg,UgySiTkZGFI7vklaygt4AaABAg,UCivhdJ2CQeLK8tlG7Wh2BSQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2700,@mayvehn,1 day ago,❤❤Hold on / to your / Faith❤ / 😇😇😇 / 🇮🇹🇮🇹🇮🇹 / lokal ng atok gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzKYpScOF5YQn4aA2t4AaABAg,UgzKYpScOF5YQn4aA2t4AaABAg,UCivhdJ2CQeLK8tlG7Wh2BSQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2701,@almazanrhyndylyn,1 day ago,Go Go Go Benguet. / Lezzzzz Go Kadiwa. / Supporting from Local of Norcar ❤❤❤❤❤ /  / Patuloy lang sa panonood ❤❤❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxlKz081IgJMM8sJ1d4AaABAg,UgxlKz081IgJMM8sJ1d4AaABAg,UCEoQCNgytnJxjJnAQLSzFeA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2702,@carmencitacariazo1074,1 day ago,Watching from Lokal ng Irisan . .shoutout to our beloved resident minister Bro. Salvador B. Rulloda! . .,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwaXv8O6Tptzxep2QN4AaABAg,UgwaXv8O6Tptzxep2QN4AaABAg,UCbnUDokwq5YmijSnowovKUg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2703,@jersonloyola3296,1 day ago,"Happy viewing po mga kapatid! Mula po sa Basca, Benguet",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwjAhtykQMATk3Kzs94AaABAg,UgwjAhtykQMATk3Kzs94AaABAg,UCKuNBNWSC3fTKtI5Io9FC2A,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2704,@giloribello,1 day ago (edited),Makakaraos prin sa BAGUIO ng buhay. Pagbati po mula sa lokal ng Bagyo City  /  / 😂😂😂😂😂😂😂,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugw9PHOuoPVQkjq9bxx4AaABAg,Ugw9PHOuoPVQkjq9bxx4AaABAg,UCDoxrvwIaC8g19_zJaWhluQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2705,@luningningpescoso4921,1 day ago,Soaring high God's Love mula po sa Lokal Ng Lourdes Distrito Ng Benguet,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyvXq2Ahr0FvyRQMp14AaABAg,UgyvXq2Ahr0FvyRQMp14AaABAg,UCNEFZJBC-8ZcT-q6hyiB7Dg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2706,@nathanorbito5301,1 day ago,Gods love benguet,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyWif__WVXKFdMT7w14AaABAg,UgyWif__WVXKFdMT7w14AaABAg,UCHpFn3-uzfCadGQL8Sn_XBw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2707,@luningningpescoso4921,1 day ago,Go Benguet mula po sa Lokal Ng Lourdes Distrito Ng Benguet,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxfzpFwUbvpySR0jVJ4AaABAg,UgxfzpFwUbvpySR0jVJ4AaABAg,UCNEFZJBC-8ZcT-q6hyiB7Dg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2708,@joylee1468,1 day ago,Happy  / afternoon po / watching / pa rin po / 😁lokal ng atok gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugwv-VJyMujMkcQKeY14AaABAg,Ugwv-VJyMujMkcQKeY14AaABAg,UC7UWPgNV4p4GGKzoeFbHS8g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2709,@joylee1468,1 day ago,happy / watching po / God's  / Love / Go Benguet!!! / #lokal ng atok gold#,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugz9ViXUN-oZOCddO0t4AaABAg,Ugz9ViXUN-oZOCddO0t4AaABAg,UC7UWPgNV4p4GGKzoeFbHS8g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2710,@luningningpescoso4921,1 day ago,Tara Ng manood na masaya mula po sa Lokal Ng Lourdes Distrito Ng Benguet,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugxpo7qbkAlWajT70e94AaABAg,Ugxpo7qbkAlWajT70e94AaABAg,UCNEFZJBC-8ZcT-q6hyiB7Dg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2711,@joylee1468,1 day ago,hello everyone po / ☺😊😇 / shout out po sambahayan  / ni Tita Jeanie Tugad / Lokal ng Atok Gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzF8eFhS2nGt-Oyu254AaABAg,UgzF8eFhS2nGt-Oyu254AaABAg,UC7UWPgNV4p4GGKzoeFbHS8g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2712,@joylee1468,1 day ago,always supporting po / from our hearts / we say thank you for / all of you / lokal ng atok gold / ❤🇮🇹🌻,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgycN68Zy42JVc8YcBN4AaABAg,UgycN68Zy42JVc8YcBN4AaABAg,UC7UWPgNV4p4GGKzoeFbHS8g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2713,@joylee1468,1 day ago,hello everyday / INCMV gives energy / it makes us always happy / and no one will look like grumpy / 🤣😁😂 / Lokal ng Atok Gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugwt2N4UKGzNXedn2at4AaABAg,Ugwt2N4UKGzNXedn2at4AaABAg,UC7UWPgNV4p4GGKzoeFbHS8g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2714,@MideMarkAnthony,1 day ago,Happy viewing po 😊 megaroyale village,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxomzZhyfyQxWyHjLp4AaABAg,UgxomzZhyfyQxWyHjLp4AaABAg,UCzhh_UJC8nDt1y499QiU6Ew,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2715,@joylee1468,1 day ago,hello everyone / always online / supporting our / God's Love / 💚🤍❤ / Lokal ng atok gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugz6FcjA03gL5cyV7nB4AaABAg,Ugz6FcjA03gL5cyV7nB4AaABAg,UC7UWPgNV4p4GGKzoeFbHS8g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2716,@joylee1468,1 day ago,💚🤍❤ / happy  / viewing po / 🇮🇹🇮🇹🇮🇹🇮🇹 / Lokal ng Atok Gold,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyTJZOzo5To8bt7MSl4AaABAg,UgyTJZOzo5To8bt7MSl4AaABAg,UC7UWPgNV4p4GGKzoeFbHS8g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2717,@gardillopascua2848,1 day ago,❤Go Benguetl Happy viewing po uli,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxY2Qwu_jCXWM94aFt4AaABAg,UgxY2Qwu_jCXWM94aFt4AaABAg,UC6xHofKo5OwyxCMuigzspiQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2718,@luningningpescoso4921,1 day ago,"Happy viewing po,mula po sa Lokal Ng Lourdes Distrito Ng Benguet",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx5UYDlebBNwAUc96F4AaABAg,Ugx5UYDlebBNwAUc96F4AaABAg,UCNEFZJBC-8ZcT-q6hyiB7Dg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2719,@joylee1468,1 day ago,🌻masayang panonood po / pakikiisa ay buong-puso / 🌸🌼panoorin palagi / tangkilikin parati / @@lokal ng atok gold##,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwZjngoJF5L5FX7Gyt4AaABAg,UgwZjngoJF5L5FX7Gyt4AaABAg,UC7UWPgNV4p4GGKzoeFbHS8g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2720,@racqueldaludado1779,1 day ago,Magandang hapon po mga kapatid sa kapisanang Buklod❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyYK3lo4TBJ9-Lfr6V4AaABAg,UgyYK3lo4TBJ9-Lfr6V4AaABAg,UCgZwecFPuKOLF2FdCfR99dw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2721,@proudinc30,1 day ago,Hello po mga kapatid Happy viewing mula po sa megaroyale distrito of Benguet🇮🇹,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugxv0wjxT3UshCNvGtd4AaABAg,Ugxv0wjxT3UshCNvGtd4AaABAg,UCCxuia5xRHTb3_q2LpAa8ZA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2722,@racqueldaludado1779,1 day ago,Fight fight fight! Distrito ng Benguet,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyB_cAkvYhsB2CFbmJ4AaABAg,UgyB_cAkvYhsB2CFbmJ4AaABAg,UCgZwecFPuKOLF2FdCfR99dw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2723,@Yana_Cax_3yyy,1 day ago,Pagbati po mula sa kapisanang binhi lokal po ng megaroyale village!! Pati po sa kasamahan naming mga  kadiwa District Officer!,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyeYXIlj4R2rYDev1h4AaABAg,UgyeYXIlj4R2rYDev1h4AaABAg,UCdy8uW-rntsBTXOfRU0mC6A,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2724,@luningningpescoso4921,1 day ago,Happy Saturday po mga kapatid Tara mag comment na tayo mula po sa Lokal Ng Lourdes Distrito Ng Benguet,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwYXkxyT24W0gXchEV4AaABAg,UgwYXkxyT24W0gXchEV4AaABAg,UCNEFZJBC-8ZcT-q6hyiB7Dg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2725,@racqueldaludado1779,1 day ago,Tuloy tuloy lang po mga kapatid sa lokal ng Guisad,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugy9zOyX77r0EcjFG994AaABAg,Ugy9zOyX77r0EcjFG994AaABAg,UCgZwecFPuKOLF2FdCfR99dw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2726,@ElmerAntipuesto-j8r,1 day ago,Happy viewing po from local ng camp 7,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyG858r6VPCLAPQg214AaABAg,UgyG858r6VPCLAPQg214AaABAg,UCTUyU8HILgnsIvJYEUVv71A,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2727,@Wilbertpaulino-nb8fm,1 day ago,Rewatching po GO BENGUET🍓🍓 / Go KADIWA❤❤ /  /  / mula po sa Hillside!!!,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugz6fZcEKA_WmDOo1nx4AaABAg,Ugz6fZcEKA_WmDOo1nx4AaABAg,UCWBtQHrKMlD_eK3wi-wWTlQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2728,@racqueldaludado1779,1 day ago,Hello po mga kapatid❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgziKBCLaoUsF8dINxJ4AaABAg,UgziKBCLaoUsF8dINxJ4AaABAg,UCgZwecFPuKOLF2FdCfR99dw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
2729,@luibustamante9493,1 day ago (edited),Magandang hapon po mga kapatid. The sun starts to set pero tuloy-tuloy ang suporta at pakikipagkaisa ng mga Kahiwa.....mula po sa Loakl  ng Tuba,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwRRdWPNpZsn59xuY94AaABAg,UgwRRdWPNpZsn59xuY94AaABAg,UCFAmrhDmv6rvZrQoYp-IS9w,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
